refArea,Number of cases,Observation URI,references,publisher,disease,dataset,refPeriod
https://dbpedia.org/resource/Beirut,0,http://linked.aub.edu.lb/CODEC/observation/Beirut-2016-02-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Beirut2016.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/02-2016
https://dbpedia.org/resource/Beirut,3,http://linked.aub.edu.lb/CODEC/observation/Beirut-2016-03-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Beirut2016.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/03-2016
https://dbpedia.org/resource/Beirut,0,http://linked.aub.edu.lb/CODEC/observation/Beirut-2016-04-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Beirut2016.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/04-2016
https://dbpedia.org/resource/Beirut,2,http://linked.aub.edu.lb/CODEC/observation/Beirut-2016-05-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Beirut2016.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/05-2016
https://dbpedia.org/resource/Beirut,0,http://linked.aub.edu.lb/CODEC/observation/Beirut-2016-06-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Beirut2016.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/06-2016
https://dbpedia.org/resource/Beirut,4,http://linked.aub.edu.lb/CODEC/observation/Beirut-2016-07-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Beirut2016.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/07-2016
https://dbpedia.org/resource/Beirut,6,http://linked.aub.edu.lb/CODEC/observation/Beirut-2016-08-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Beirut2016.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/08-2016
https://dbpedia.org/resource/Beirut,2,http://linked.aub.edu.lb/CODEC/observation/Beirut-2016-09-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Beirut2016.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/09-2016
https://dbpedia.org/resource/Beirut,3,http://linked.aub.edu.lb/CODEC/observation/Beirut-2016-10-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Beirut2016.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/10-2016
https://dbpedia.org/resource/Beirut,6,http://linked.aub.edu.lb/CODEC/observation/Beirut-2016-11-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Beirut2016.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/11-2016
https://dbpedia.org/resource/Beirut,5,http://linked.aub.edu.lb/CODEC/observation/Beirut-2016-12-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Beirut2016.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/12-2016
https://dbpedia.org/resource/Beqaa_Valley,1.0,http://linked.aub.edu.lb/CODEC/observation/Bekaa-2016-01-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Bekaa2016.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/01-2016
https://dbpedia.org/resource/Beqaa_Valley,3.0,http://linked.aub.edu.lb/CODEC/observation/Bekaa-2016-02-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Bekaa2016.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/02-2016
https://dbpedia.org/resource/Beqaa_Valley,2.0,http://linked.aub.edu.lb/CODEC/observation/Bekaa-2016-03-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Bekaa2016.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/03-2016
https://dbpedia.org/resource/Beqaa_Valley,1.0,http://linked.aub.edu.lb/CODEC/observation/Bekaa-2016-04-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Bekaa2016.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/04-2016
https://dbpedia.org/resource/Beqaa_Valley,3.0,http://linked.aub.edu.lb/CODEC/observation/Bekaa-2016-05-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Bekaa2016.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/05-2016
https://dbpedia.org/resource/Beqaa_Valley,1.0,http://linked.aub.edu.lb/CODEC/observation/Bekaa-2016-06-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Bekaa2016.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/06-2016
https://dbpedia.org/resource/Beqaa_Valley,1.0,http://linked.aub.edu.lb/CODEC/observation/Bekaa-2016-07-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Bekaa2016.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/07-2016
https://dbpedia.org/resource/Beqaa_Valley,2.0,http://linked.aub.edu.lb/CODEC/observation/Bekaa-2016-08-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Bekaa2016.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/08-2016
https://dbpedia.org/resource/Beqaa_Valley,2.0,http://linked.aub.edu.lb/CODEC/observation/Bekaa-2016-09-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Bekaa2016.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/09-2016
https://dbpedia.org/resource/Beqaa_Valley,1.0,http://linked.aub.edu.lb/CODEC/observation/Bekaa-2016-10-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Bekaa2016.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/10-2016
https://dbpedia.org/resource/Beqaa_Valley,0.0,http://linked.aub.edu.lb/CODEC/observation/Bekaa-2016-11-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Bekaa2016.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/11-2016
https://dbpedia.org/resource/Beqaa_Valley,4.0,http://linked.aub.edu.lb/CODEC/observation/Bekaa-2016-12-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Bekaa2016.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/12-2016
https://dbpedia.org/resource/Beirut,1,http://linked.aub.edu.lb/CODEC/observation/Beirut-2017-01-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Beirut2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/01-2017
https://dbpedia.org/resource/Beirut,1,http://linked.aub.edu.lb/CODEC/observation/Beirut-2017-02-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Beirut2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/02-2017
https://dbpedia.org/resource/Beirut,4,http://linked.aub.edu.lb/CODEC/observation/Beirut-2017-03-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Beirut2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/03-2017
https://dbpedia.org/resource/Beirut,4,http://linked.aub.edu.lb/CODEC/observation/Beirut-2017-04-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Beirut2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/04-2017
https://dbpedia.org/resource/Beirut,1,http://linked.aub.edu.lb/CODEC/observation/Beirut-2017-05-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Beirut2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/05-2017
https://dbpedia.org/resource/Beirut,2,http://linked.aub.edu.lb/CODEC/observation/Beirut-2017-06-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Beirut2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/06-2017
https://dbpedia.org/resource/Beirut,2,http://linked.aub.edu.lb/CODEC/observation/Beirut-2017-07-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Beirut2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/07-2017
https://dbpedia.org/resource/Beirut,0,http://linked.aub.edu.lb/CODEC/observation/Beirut-2017-08-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Beirut2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/08-2017
https://dbpedia.org/resource/Beirut,0,http://linked.aub.edu.lb/CODEC/observation/Beirut-2017-09-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Beirut2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/09-2017
https://dbpedia.org/resource/Beirut,2,http://linked.aub.edu.lb/CODEC/observation/Beirut-2017-10-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Beirut2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/10-2017
https://dbpedia.org/resource/Beirut,1,http://linked.aub.edu.lb/CODEC/observation/Beirut-2017-11-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Beirut2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/11-2017
https://dbpedia.org/resource/Beirut,3,http://linked.aub.edu.lb/CODEC/observation/Beirut-2017-12-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Beirut2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/12-2017
https://dbpedia.org/resource/Beqaa_Valley,0,http://linked.aub.edu.lb/CODEC/observation/Bekaa-2017-01-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Bekaa2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/01-2017
https://dbpedia.org/resource/Beqaa_Valley,1,http://linked.aub.edu.lb/CODEC/observation/Bekaa-2017-02-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Bekaa2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/02-2017
https://dbpedia.org/resource/Beqaa_Valley,1,http://linked.aub.edu.lb/CODEC/observation/Bekaa-2017-03-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Bekaa2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/03-2017
https://dbpedia.org/resource/Beqaa_Valley,1,http://linked.aub.edu.lb/CODEC/observation/Bekaa-2017-04-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Bekaa2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/04-2017
https://dbpedia.org/resource/Beqaa_Valley,0,http://linked.aub.edu.lb/CODEC/observation/Bekaa-2017-05-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Bekaa2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/05-2017
https://dbpedia.org/resource/Beqaa_Valley,4,http://linked.aub.edu.lb/CODEC/observation/Bekaa-2017-06-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Bekaa2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/06-2017
https://dbpedia.org/resource/Beqaa_Valley,1,http://linked.aub.edu.lb/CODEC/observation/Bekaa-2017-07-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Bekaa2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/07-2017
https://dbpedia.org/resource/Beqaa_Valley,0,http://linked.aub.edu.lb/CODEC/observation/Bekaa-2017-08-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Bekaa2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/08-2017
https://dbpedia.org/resource/Beqaa_Valley,0,http://linked.aub.edu.lb/CODEC/observation/Bekaa-2017-09-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Bekaa2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/09-2017
https://dbpedia.org/resource/Beqaa_Valley,2,http://linked.aub.edu.lb/CODEC/observation/Bekaa-2017-10-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Bekaa2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/10-2017
https://dbpedia.org/resource/Beqaa_Valley,0,http://linked.aub.edu.lb/CODEC/observation/Bekaa-2017-11-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Bekaa2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/11-2017
https://dbpedia.org/resource/Beqaa_Valley,2,http://linked.aub.edu.lb/CODEC/observation/Bekaa-2017-12-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Bekaa2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/12-2017
https://dbpedia.org/resource/South_Governorate,1,http://linked.aub.edu.lb/CODEC/observation/South-2017-01-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/South2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/01-2017
https://dbpedia.org/resource/South_Governorate,10,http://linked.aub.edu.lb/CODEC/observation/South-2017-02-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/South2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/02-2017
https://dbpedia.org/resource/South_Governorate,6,http://linked.aub.edu.lb/CODEC/observation/South-2017-03-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/South2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/03-2017
https://dbpedia.org/resource/South_Governorate,4,http://linked.aub.edu.lb/CODEC/observation/South-2017-04-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/South2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/04-2017
https://dbpedia.org/resource/South_Governorate,7,http://linked.aub.edu.lb/CODEC/observation/South-2017-05-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/South2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/05-2017
https://dbpedia.org/resource/South_Governorate,4,http://linked.aub.edu.lb/CODEC/observation/South-2017-06-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/South2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/06-2017
https://dbpedia.org/resource/South_Governorate,5,http://linked.aub.edu.lb/CODEC/observation/South-2017-07-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/South2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/07-2017
https://dbpedia.org/resource/South_Governorate,8,http://linked.aub.edu.lb/CODEC/observation/South-2017-08-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/South2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/08-2017
https://dbpedia.org/resource/South_Governorate,2,http://linked.aub.edu.lb/CODEC/observation/South-2017-09-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/South2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/09-2017
